Stock,BroodYear,Escapement,lnrs,a,b,wt
Naknek,1968,1023222,-0.47188441098027334,1.51,2.95e-7,-1.6800339209802735
Naknek,1969,1331202,0.4764874494956643,1.51,2.95e-7,-0.6408079605043357
Naknek,1970,732502,1.2416034035698076,1.51,2.95e-7,-0.05230850643019247
Naknek,1971,935754,1.5366755117488915,1.51,2.95e-7,0.30272294174889147
Naknek,1972,586518,1.0730858291258345,1.51,2.95e-7,-0.26389136087416554
Naknek,1973,356676,2.0398588825859054,1.51,2.95e-7,0.6350783025859055
Naknek,1974,1241058,0.7557661791412692,1.51,2.95e-7,-0.3881217108587308
Naknek,1975,2026686,0.9414304612793233,1.51,2.95e-7,0.029302831279323205
Naknek,1976,1320750,1.9181057233670722,1.51,2.95e-7,0.7977269733670722
Naknek,1977,1085856,1.2316396268086944,1.51,2.95e-7,0.0419671468086944
Naknek,1978,813378,1.2319897630947405,1.51,2.95e-7,-0.0380637269052595
Naknek,1979,925362,1.4550983386664043,1.51,2.95e-7,0.21808012866640425
Naknek,1980,2644698,0.6228785970277165,1.51,2.95e-7,-0.10693549297228355
Naknek,1981,1796220,0.9626835631391448,1.51,2.95e-7,-0.01743153686085519
Naknek,1982,1155552,0.47017825942619534,1.51,2.95e-7,-0.6989339005738047
Naknek,1983,888294,0.5121997267044847,1.51,2.95e-7,-0.7357535432955153
Naknek,1984,1242474,1.2846946909842274,1.51,2.95e-7,0.14122452098422733
Naknek,1985,1849938,1.3678323492236104,1.51,2.95e-7,0.4035640592236104
Naknek,1986,1977645,1.8632114120342187,1.51,2.95e-7,0.9366166870342186
Naknek,1987,1061806,1.6508883224909505,1.51,2.95e-7,0.45412109249095045
Naknek,1988,1037862,1.0700361374865761,1.51,2.95e-7,-0.13379457251342397
Naknek,1989,1161984,0.9919461015977574,1.51,2.95e-7,-0.17526861840224262
Naknek,1990,2092578,0.6473039740587319,1.51,2.95e-7,-0.24538551594126823
Naknek,1991,3578508,0.2574466157370952,1.51,2.95e-7,-0.1968935242629048
Naknek,1992,1606650,-0.08106053489589155,1.51,2.95e-7,-1.1170987848958915
Naknek,1993,1535658,0.5660705489690027,1.51,2.95e-7,-0.4909103410309975
Naknek,1994,990810,0.8831258978228507,1.51,2.95e-7,-0.33458515217714946
Naknek,1995,1111140,1.6742608828591534,1.51,2.95e-7,0.4920471828591533
Naknek,1996,1078098,1.7924635249511987,1.51,2.95e-7,0.6005024349511987
Naknek,1997,1025664,1.215244784442297,1.51,2.95e-7,0.007815664442297088
Naknek,1998,1202172,1.1690152185862959,1.51,2.95e-7,0.013655958586295869
Naknek,1999,1625364,0.8393395320592878,1.51,2.95e-7,-0.19117808794071212
Naknek,2000,1375488,1.8811409807354358,1.51,2.95e-7,0.7769099407354356
Naknek,2001,1830360,0.9287812560970345,1.51,2.95e-7,-0.041262543902965465
Naknek,2002,1263918,1.5202359138933699,1.51,2.95e-7,0.38309172389336976
Naknek,2003,1831170,1.91265201421646,1.51,2.95e-7,0.94284716421646
Naknek,2004,1939674,0.7970218068564018,1.51,2.95e-7,-0.14077436314359826
Naknek,2005,2744622,0.6742728641421869,1.51,2.95e-7,-0.026063645857813178
Naknek,2006,1953228,0.9212593763596084,1.51,2.95e-7,-0.012538363640391625
Naknek,2007,2945304,0.45344502896292077,1.51,2.95e-7,-0.1876902910370793
Naknek,2008,2472690,0.27881137605014794,1.51,2.95e-7,-0.5017450739498521
Naknek,2009,1169466,0.4933258148291821,1.51,2.95e-7,-0.6716817151708179
Naknek,2010,1463928,1.6232337910329342,1.51,2.95e-7,0.5450925510329341
Naknek,2011,1177074,1.4639687353392208,1.51,2.95e-7,0.3012055653392207
Naknek,2012,900312,1.7955163862845585,1.51,2.95e-7,0.5511084262845585
Naknek,2013,938160,1.9369724813522202,1.51,2.95e-7,0.7037296813522202
Naknek,2014,1474428,1.486526307845577,1.51,2.95e-7,0.41148256784557713
Naknek,2015,1920954,1.9230692216875445,1.51,2.95e-7,0.9797506516875444
Naknek,2016,1691910,NA,1.51,2.95e-7,NA
Naknek,2017,1899972,NA,1.51,2.95e-7,NA
Naknek,2018,2221152,NA,1.51,2.95e-7,NA
Naknek,2019,2911470,NA,1.51,2.95e-7,NA
Naknek,2020,4112160,NA,1.51,2.95e-7,NA
Naknek,2021,2796534,NA,1.51,2.95e-7,NA
Naknek,2022,1921296,NA,1.51,2.95e-7,NA
Naknek,2023,1156206,NA,1.51,2.95e-7,NA
Ugashik,1955,NA,NA,1.33,2.38e-7,NA
Ugashik,1956,NA,NA,1.33,2.38e-7,NA
Ugashik,1957,NA,NA,1.33,2.38e-7,NA
Ugashik,1958,NA,NA,1.33,2.38e-7,NA
Ugashik,1959,NA,NA,1.33,2.38e-7,NA
Ugashik,1960,NA,NA,1.33,2.38e-7,NA
Ugashik,1961,NA,NA,1.33,2.38e-7,NA
Ugashik,1962,NA,NA,1.33,2.38e-7,NA
Ugashik,1963,388254,-1.0732589873329714,1.33,2.38e-7,-2.3108545353329717
Ugashik,1964,472770,-0.5428110639917919,1.33,2.38e-7,-1.7602918039917919
Ugashik,1965,996612,-0.9306678146906433,1.33,2.38e-7,-2.023474158690643
Ugashik,1966,704436,1.22089244314872,1.33,2.38e-7,0.058548211148719886
Ugashik,1967,238830,-0.036148307919404515,1.33,2.38e-7,-1.3093067679194046
Ugashik,1968,70896,-0.45260253431415676,1.33,2.38e-7,-1.7657292863141567
Ugashik,1969,160380,-0.5861853726831587,1.33,2.38e-7,-1.8780149326831588
Ugashik,1970,735024,-0.7257900058631563,1.33,2.38e-7,-1.8808542938631565
Ugashik,1971,529752,0.5689952692689305,1.33,2.38e-7,-0.6349237547310697
Ugashik,1972,79428,1.246165327198891,1.33,2.38e-7,-0.06493080880110891
Ugashik,1973,38988,0.9647362197466554,1.33,2.38e-7,-0.35598463625334476
Ugashik,1974,61854,2.505783363981859,1.33,2.38e-7,1.1905046159818589
Ugashik,1975,429336,2.262783542042233,1.33,2.38e-7,1.034965510042233
Ugashik,1976,356308,2.789995032008094,1.33,2.38e-7,1.544796336008094
Ugashik,1977,201520,2.6502906403064768,1.33,2.38e-7,1.3682524003064767
Ugashik,1978,82435,2.673429219272105,1.33,2.38e-7,1.3630487492721048
Ugashik,1979,1706904,1.3341751173709886,1.33,2.38e-7,0.4104182693709886
Ugashik,1980,3335284,0.8827199922371143,1.33,2.38e-7,0.3465175842371142
Ugashik,1981,1327699,1.7930430729774516,1.33,2.38e-7,0.7790354349774515
Ugashik,1982,1185551,0.6884475180873507,1.33,2.38e-7,-0.3593913439126494
Ugashik,1983,1001364,0.5804165804920336,1.33,2.38e-7,-0.5112587875079666
Ugashik,1984,1270318,1.47089049673918,1.33,2.38e-7,0.44322618073917996
Ugashik,1985,1006407,1.0317203431927042,1.33,2.38e-7,-0.05875479080729584
Ugashik,1986,1015582,1.950617396329798,1.33,2.38e-7,0.8623259123297979
Ugashik,1987,686894,2.344692195599784,1.33,2.38e-7,1.178172967599784
Ugashik,1988,654412,2.1368509021770024,1.33,2.38e-7,0.9626009581770023
Ugashik,1989,1713287,1.0534941491908791,1.33,2.38e-7,0.13125645519087903
Ugashik,1990,749478,1.6386719844599216,1.33,2.38e-7,0.4870477484599216
Ugashik,1991,2482016,0.9901856848550978,1.33,2.38e-7,0.2509054928550978
Ugashik,1992,2194927,0.3609491229780097,1.33,2.38e-7,-0.44665825102199036
Ugashik,1993,1413454,-0.040332974709809115,1.33,2.38e-7,-1.0339309227098092
Ugashik,1994,1095068,0.3705993380001433,1.33,2.38e-7,-0.6987744779998568
Ugashik,1995,1321108,1.4748509679475712,1.33,2.38e-7,0.4592746719475711
Ugashik,1996,692167,0.6708929718388967,1.33,2.38e-7,-0.49437128216110326
Ugashik,1997,656641,1.5275695566916736,1.33,2.38e-7,0.3538501146916735
Ugashik,1998,924853,0.2989466348577789,1.33,2.38e-7,-0.810938351142221
Ugashik,1999,1662042,0.793277333081901,1.33,2.38e-7,-0.14115667091809914
Ugashik,2000,638420,1.9201473146634294,1.33,2.38e-7,0.7420912746634294
Ugashik,2001,866368,0.9246860106326096,1.33,2.38e-7,-0.19911840536739045
Ugashik,2002,905584,1.6250855391099461,1.33,2.38e-7,0.5106145311099459
Ugashik,2003,790202,2.0875497905841938,1.33,2.38e-7,0.9456178665841937
Ugashik,2004,815104,1.7155181452817938,1.33,2.38e-7,0.5795128972817938
Ugashik,2005,799612,1.8847283549296239,1.33,2.38e-7,0.7450360109296237
Ugashik,2006,1003158,1.2212838597053997,1.33,2.38e-7,0.13003546370539953
Ugashik,2007,2599186,0.18920236660435874,1.33,2.38e-7,-0.5221913653956414
Ugashik,2008,596332,1.6686194400906778,1.33,2.38e-7,0.4805464560906776
Ugashik,2009,1364338,-0.32792621991160137,1.33,2.38e-7,-1.3332137759116014
Ugashik,2010,830886,0.9335029140295467,1.33,2.38e-7,-0.19874621797045344
Ugashik,2011,1029853,1.879523430543376,1.33,2.38e-7,0.7946284445433758
Ugashik,2012,670578,2.1775655796692566,1.33,2.38e-7,1.0071631436692565
Ugashik,2013,898110,1.8976569674845283,1.33,2.38e-7,0.7814071474845281
Ugashik,2014,640158,1.9108514349246122,1.33,2.38e-7,0.7332090389246122
Ugashik,2015,1564638,0.9741825680939739,1.33,2.38e-7,0.016566412093973804
Ugashik,2016,1635270,NA,1.33,2.38e-7,NA
Ugashik,2017,1186446,NA,1.33,2.38e-7,NA
Ugashik,2018,1167792,NA,1.33,2.38e-7,NA
Ugashik,2019,1547748,NA,1.33,2.38e-7,NA
Ugashik,2020,1745940,NA,1.33,2.38e-7,NA
Ugashik,2021,2859930,NA,1.33,2.38e-7,NA
Ugashik,2022,1436784,NA,1.33,2.38e-7,NA
Ugashik,2023,1128896,NA,1.33,2.38e-7,NA
Wood,1955,NA,NA,1.38,1.58e-7,NA
Wood,1956,NA,NA,1.38,1.58e-7,NA
Wood,1957,NA,NA,1.38,1.58e-7,NA
Wood,1958,NA,NA,1.38,1.58e-7,NA
Wood,1959,NA,NA,1.38,1.58e-7,NA
Wood,1960,NA,NA,1.38,1.58e-7,NA
Wood,1961,NA,NA,1.38,1.58e-7,NA
Wood,1962,NA,NA,1.38,1.58e-7,NA
Wood,1963,721404,0.8168741561863978,1.38,1.58e-7,-0.4491440118136022
Wood,1964,1076112,0.17888383787196394,1.38,1.58e-7,-1.031090466128036
Wood,1965,675156,1.0967595162063442,1.38,1.58e-7,-0.1765658357936557
Wood,1966,1208682,0.6393617682039232,1.38,1.58e-7,-0.5496664757960767
Wood,1967,515772,0.7149328923862288,1.38,1.58e-7,-0.5835751316137712
Wood,1968,649344,0.5753449316747474,1.38,1.58e-7,-0.7020587163252525
Wood,1969,604338,0.49341772282731583,1.38,1.58e-7,-0.7910968731726842
Wood,1970,1161964,0.8237313422531117,1.38,1.58e-7,-0.3726783457468882
Wood,1971,851202,0.5153761312210715,1.38,1.58e-7,-0.7301339527789285
Wood,1972,430602,1.1342545451993744,1.38,1.58e-7,-0.1777103388006256
Wood,1973,330474,1.4858421256586052,1.38,1.58e-7,0.15805701765860536
Wood,1974,1708836,1.2380257867451885,1.38,1.58e-7,0.12802187474518867
Wood,1975,1270116,1.5999621163454398,1.38,1.58e-7,0.4206404443454399
Wood,1976,817008,2.0877410951165967,1.38,1.58e-7,0.8368283591165968
Wood,1977,561828,1.9179382639403317,1.38,1.58e-7,0.6267070879403318
Wood,1978,2267238,0.3183749973825836,1.38,1.58e-7,-0.7034013986174164
Wood,1979,1706352,0.8898749026023456,1.38,1.58e-7,-0.22052148139765437
Wood,1980,2969040,-0.701757882091721,1.38,1.58e-7,-1.612649562091721
Wood,1981,1233318,0.5931511823025755,1.38,1.58e-7,-0.5919845736974243
Wood,1982,976470,0.7587578210177526,1.38,1.58e-7,-0.4669599189822473
Wood,1983,1360968,0.8938006582824893,1.38,1.58e-7,-0.2711663977175105
Wood,1984,1002792,0.7941884013440663,1.38,1.58e-7,-0.4273704626559336
Wood,1985,939000,1.2581240942331873,1.38,1.58e-7,0.026486094233187485
Wood,1986,818652,1.6295230393746472,1.38,1.58e-7,0.37887005537464735
Wood,1987,1337172,0.7734342876535898,1.38,1.58e-7,-0.39529253634641015
Wood,1988,866778,1.5239702640639208,1.38,1.58e-7,0.28092118806392086
Wood,1989,1186410,1.4595413236524197,1.38,1.58e-7,0.26699410365241993
Wood,1990,1069440,1.20141061257331,1.38,1.58e-7,-0.009617867426690019
Wood,1991,1159920,1.6616191327277237,1.38,1.58e-7,0.46488649272772387
Wood,1992,1286250,1.2610027777311763,1.38,1.58e-7,0.08423027773117653
Wood,1993,1176126,1.021749891790805,1.38,1.58e-7,-0.17242220020919485
Wood,1994,1471890,1.3862549331435747,1.38,1.58e-7,0.23881355314357489
Wood,1995,1482162,1.6663408581391432,1.38,1.58e-7,0.5205224541391433
Wood,1996,1649598,1.5183561199204647,1.38,1.58e-7,0.39899260392046476
Wood,1997,1512396,-0.2007500059519879,1.38,1.58e-7,-1.3417914379519877
Wood,1998,1755768,1.3638155603963475,1.38,1.58e-7,0.26122690439634755
Wood,1999,1512426,1.3128133380410436,1.38,1.58e-7,0.1717766460410437
Wood,2000,1300026,1.7170876840303693,1.38,1.58e-7,0.5424917920303693
Wood,2001,1458732,1.7400954324781877,1.38,1.58e-7,0.5905750884781877
Wood,2002,1283682,1.8795679552643192,1.38,1.58e-7,0.7023897112643194
Wood,2003,1459782,1.7427869124446194,1.38,1.58e-7,0.5934324684446195
Wood,2004,1543392,1.6536855558830292,1.38,1.58e-7,0.5175414918830294
Wood,2005,1496550,1.5017566483149962,1.38,1.58e-7,0.35821154831499635
Wood,2006,4008102,0.6954873663410344,1.38,1.58e-7,-0.051232517658965526
Wood,2007,1528086,0.6148714189289614,1.38,1.58e-7,-0.5236909930710386
Wood,2008,1724676,0.6246927000482649,1.38,1.58e-7,-0.48280849195173503
Wood,2009,1319232,1.0369804566116776,1.38,1.58e-7,-0.1345808873883223
Wood,2010,1804344,1.3737176226425902,1.38,1.58e-7,0.2788039746425903
Wood,2011,1098006,1.6380846728408751,1.38,1.58e-7,0.43156962084087525
Wood,2012,764211,1.806942309330931,1.38,1.58e-7,0.5476876473309311
Wood,2013,1183348,2.3463958207585707,1.38,1.58e-7,1.1533648047585707
Wood,2014,2764614,2.184252689555859,1.38,1.58e-7,1.2410617015558592
Wood,2015,1941474,1.676145468687197,1.38,1.58e-7,0.6028983606871972
Wood,2016,1309707,NA,1.38,1.58e-7,NA
Wood,2017,4274224,NA,1.38,1.58e-7,NA
Wood,2018,7507254,NA,1.38,1.58e-7,NA
Wood,2019,2073276,NA,1.38,1.58e-7,NA
Wood,2020,2243886,NA,1.38,1.58e-7,NA
Wood,2021,4410156,NA,1.38,1.58e-7,NA
Wood,2022,3747612,NA,1.38,1.58e-7,NA
Wood,2023,2648616,NA,1.38,1.58e-7,NA
Bonneville,1985,90540.23126,0.6082395902058165,0.78,4.39e-6,0.2257112054372165
Bonneville,1987,47820.75443,0.19510171635428178,0.78,4.39e-6,-0.37496517169801824
Bonneville,1987,43800.72532,0.9824637268854577,0.78,4.39e-6,0.39474891104025767
Bonneville,1988,87440.31936,-0.09251126710445813,0.78,4.39e-6,-0.4886482651140581
Bonneville,1989,76841.34704,-0.6068389757743726,0.78,4.39e-6,-1.0495054622687727
Bonneville,1990,80861.59188,-0.48913125505823063,0.78,4.39e-6,-0.9141488667050306
Bonneville,1991,2607.346085,3.3787094656253016,0.78,4.39e-6,2.6101557149384513
Bonneville,1992,9610.505869,2.179700272962823,0.78,4.39e-6,1.441890393727733
Bonneville,1993,33689.41524,0.8670654628384051,0.78,4.39e-6,0.23496199574200516
Bonneville,1994,50983.73335,-1.391638420064162,0.78,4.39e-6,-1.9478198306576622
Bonneville,1995,3318.723635,0.9722125410235867,0.78,4.39e-6,0.20678173778123665
Bonneville,1996,19021.2086,0.4633463673104795,0.78,4.39e-6,-0.23315052693552052
Bonneville,1997,113163.1172,-0.8785124928988304,0.78,4.39e-6,-1.1617264083908303
Bonneville,1998,126825.0852,-2.261229318196106,0.78,4.39e-6,-2.484467194168106
Bonneville,1999,32803.88358,-0.6070319397774715,0.78,4.39e-6,-1.2430228908612715
Bonneville,2000,16963.18464,1.7058245454078884,0.78,4.39e-6,1.0002929259774884
Bonneville,2001,136514.5354,-0.17207304483397873,0.78,4.39e-6,-0.3527742344279788
Bonneville,2002,80051.43408,-0.478476927772546,0.78,4.39e-6,-0.9070511321613459
Bonneville,2003,30478.41744,0.25397667680472785,0.78,4.39e-6,-0.3922230706336722
Bonneville,2004,16643.54052,2.002525230410468,0.78,4.39e-6,1.2955903732932679
Bonneville,2005,217244.1267,-1.090959627081815,0.78,4.39e-6,-0.9172579108688149
Bonneville,2006,179140.2498,-1.5754689101110613,0.78,4.39e-6,-1.5690432134890613
Bonneville,2007,405877.258,-2.812451752013317,0.78,4.39e-6,-1.8106505893933171
Bonneville,2008,142250.6633,0.4065471421716774,0.78,4.39e-6,0.2510275540586774
Bonneville,2009,565792.9768,-1.1574395723798707,0.78,4.39e-6,0.546391595772129
Bonneville,2010,132064.2273,1.073908174284761,0.78,4.39e-6,0.8736701321317609
Bonneville,2011,580958.0044,-1.1400291750332947,0.78,4.39e-6,0.6303764642827054
Bonneville,2012,605785.0023,-0.1610522977708889,0.78,4.39e-6,1.7183438623261118
Bonneville,2013,335075.6327,-0.5912744397346251,0.78,4.39e-6,0.09970758781837497
Bonneville,2014,51655.41209,2.475691442598384,0.78,4.39e-6,1.922458701673484
Bonneville,2015,202563.6374,0.9247399862218811,0.78,4.39e-6,1.0339943544078811
Bonneville,2016,26940.22253,2.5426453871132004,0.78,4.39e-6,1.8809129640199003
Bonneville,2017,393689.2415,-1.5017197922989758,0.78,4.39e-6,-0.5534240221139757
Bonneville,2018,NA,NA,0.78,4.39e-6,NA
Bonneville,2019,NA,NA,0.78,4.39e-6,NA
Bonneville,2020,NA,NA,0.78,4.39e-6,NA
Bonneville,2021,NA,NA,0.78,4.39e-6,NA
Bonneville,2022,NA,NA,0.78,4.39e-6,NA
Bonneville,2023,NA,NA,0.78,4.39e-6,NA
Chilko,1948,671025,1.0625858920163684,1.76,1.33e-6,0.19504914201636836
Chilko,1949,58310,2.3679973319688554,1.76,1.33e-6,0.6855496319688554
Chilko,1950,26447,2.0474818086907436,1.76,1.33e-6,0.3226563186907436
Chilko,1951,118110,1.8448810943044147,1.76,1.33e-6,0.24196739430441472
Chilko,1952,490065,1.3329126981819412,1.76,1.33e-6,0.22469914818194137
Chilko,1953,201245,1.1201400967650266,1.76,1.33e-6,-0.3722040532349735
Chilko,1954,37743,2.9343311302289607,1.76,1.33e-6,1.2245293202289607
Chilko,1955,132146,2.437216367866027,1.76,1.33e-6,0.8529705478660268
Chilko,1956,647768,1.3244137512952898,1.76,1.33e-6,0.42594519129528974
Chilko,1957,140765,-0.018643210169162646,1.76,1.33e-6,-1.5914257601691626
Chilko,1958,137081,1.1470662493408117,1.76,1.33e-6,-0.43061602065918825
Chilko,1959,471162,1.5461388473763082,1.76,1.33e-6,0.4127843073763082
Chilko,1960,426607,0.9028608059916656,1.76,1.33e-6,-0.2897518840083344
Chilko,1961,40315,0.5380203743874574,1.76,1.33e-6,-1.1683606756125426
Chilko,1962,92467,2.366360212732388,1.76,1.33e-6,0.7293413227323879
Chilko,1963,1002252,0.18201353624927666,1.76,1.33e-6,-0.24499130375072328
Chilko,1964,238601,2.1452940576878925,1.76,1.33e-6,0.7026333876878925
Chilko,1965,39902,1.3708506725408651,1.76,1.33e-6,-0.33607966745913487
Chilko,1966,226702,1.3650211247286244,1.76,1.33e-6,-0.09346521527137552
Chilko,1967,176337,2.428210479096174,1.76,1.33e-6,0.9027386890961737
Chilko,1968,414446,1.7870372286570768,1.76,1.33e-6,0.5782504086570768
Chilko,1969,76518,1.6590877598178233,1.76,1.33e-6,8.566998178232144e-4
Chilko,1970,145049,1.558217548998206,1.76,1.33e-6,-0.008867281001794014
Chilko,1971,186589,1.504041071479065,1.76,1.33e-6,-0.007795558520934831
Chilko,1972,564465,1.3177422334391193,1.76,1.33e-6,0.30848068343911916
Chilko,1973,61707,1.3805084553983333,1.76,1.33e-6,-0.2974212346016667
Chilko,1974,142595,1.603356129624758,1.76,1.33e-6,0.03300747962475792
Chilko,1975,275698,1.6895086325297528,1.76,1.33e-6,0.2961869725297528
Chilko,1976,387467,1.4780343528190003,1.76,1.33e-6,0.23336546281900028
Chilko,1977,56782,1.255089971055705,1.76,1.33e-6,-0.42938996894429504
Chilko,1978,159174,2.0729733208408425,1.76,1.33e-6,0.5246747408408425
Chilko,1979,272694,1.8418118371300272,1.76,1.33e-6,0.4444948571300271
Chilko,1980,498826,2.186493025596913,1.76,1.33e-6,1.089931605596913
Chilko,1981,36149,1.7391923675754966,1.76,1.33e-6,0.027270537575496467
Chilko,1982,253551,1.8415906150463082,1.76,1.33e-6,0.41881344504630813
Chilko,1983,386571,1.6992571600346578,1.76,1.33e-6,0.4533965900346577
Chilko,1984,580664,0.14966150991916632,1.76,1.33e-6,-0.8380553700808338
Chilko,1985,88120,1.8693987182617673,1.76,1.33e-6,0.22659831826176724
Chilko,1986,323971,2.695738857714357,1.76,1.33e-6,1.366620287714357
Chilko,1987,430492,2.328960125803656,1.76,1.33e-6,1.1415144858036559
Chilko,1988,365790,2.198272899047461,1.76,1.33e-6,0.924773599047461
Chilko,1989,78647,3.6797758122854085,1.76,1.33e-6,2.0243763222854083
Chilko,1990,833313,1.146996284263276,1.76,1.33e-6,0.49530257426327595
Chilko,1991,1039624,0.2846812990548412,1.76,1.33e-6,-0.09261878094515896
Chilko,1992,515663,1.2859569049736903,1.76,1.33e-6,0.21178869497369024
Chilko,1993,561865,1.9536622691849912,1.76,1.33e-6,0.9409427191849913
Chilko,1994,452239,1.1440626074274047,1.76,1.33e-6,-0.014459522572595418
Chilko,1995,547755,0.84432418053238,1.76,1.33e-6,-0.18716166946762014
Chilko,1996,989422,0.3209752557453194,1.76,1.33e-6,-0.1230934842546807
Chilko,1997,993254,-0.1153840877045078,1.76,1.33e-6,-0.5543562677045077
Chilko,1998,880944,-0.4961772959188344,1.76,1.33e-6,-1.0845217759188344
Chilko,1999,891922,0.5658273024130158,1.76,1.33e-6,-0.007916437586984237
Chilko,2000,759163,-0.4139531009722381,1.76,1.33e-6,-1.1642663109722382
Chilko,2001,669920,0.5478404278923948,1.76,1.33e-6,-0.3211659721076052
Chilko,2002,385042,1.1689390739762908,1.76,1.33e-6,-0.07895506602370927
Chilko,2003,612239,-0.46476290192671077,1.76,1.33e-6,-1.4104850319267108
Chilko,2004,92143,1.5351153678026916,1.76,1.33e-6,-0.10233444219730847
Chilko,2005,540481,-0.4710925117382902,1.76,1.33e-6,-1.5122527817382903
Chilko,2006,469504,2.3642183310101617,1.76,1.33e-6,1.2286586510101616
Chilko,2007,306707,1.3814678764869184,1.76,1.33e-6,0.029388186486918322
Chilko,2008,250583,0.8280740923718962,1.76,1.33e-6,-0.5986505176281037
Chilko,2009,217778,2.141611066380755,1.76,1.33e-6,0.6712558063807548
Chilko,2010,2462975,0.12822301939690678,1.76,1.33e-6,1.6439797693969065
Chilko,2011,919254,0.05591266735827084,1.76,1.33e-6,-0.4814795126417293
Chilko,2012,246605,-0.05879872140903118,1.76,1.33e-6,-1.490814071409031
Chilko,2013,1235222,-0.9481073842373041,1.76,1.33e-6,-1.0652621242373042
Chilko,2014,1034250,0.4641434899455911,1.76,1.33e-6,0.07969598994559107
Chilko,2015,662707,-1.1295628697048672,1.76,1.33e-6,-2.0081625597048673
Chilko,2016,155687,-1.3830047051699252,1.76,1.33e-6,-2.9359409951699256
Chilko,2017,372212,1.1264035806915498,1.76,1.33e-6,-0.13855445930845023
Chilko,2018,619623,1.0184168330865404,1.76,1.33e-6,0.08251542308654036
Chilko,2019,169877,0.9676696139385922,1.76,1.33e-6,-0.5663939760614077
Late Stuart,1948,1049,-1.1656324374990439,NA,NA,NA
Late Stuart,1949,107752,2.653322741519074,NA,NA,NA
Late Stuart,1950,5843,1.91562812013972,NA,NA,NA
Late Stuart,1951,4402,2.6738509347759853,NA,NA,NA
Late Stuart,1952,1975,0.6989530784793768,NA,NA,NA
Late Stuart,1953,369023,1.436594711011175,NA,NA,NA
Late Stuart,1954,5470,3.227721413367109,NA,NA,NA
Late Stuart,1955,7618,1.908053692593846,NA,NA,NA
Late Stuart,1956,1454,3.456537953898158,NA,NA,NA
Late Stuart,1957,531130,0.9178401869965475,NA,NA,NA
Late Stuart,1958,23638,0.8385875590934248,NA,NA,NA
Late Stuart,1959,8225,-0.10677996231205254,NA,NA,NA
Late Stuart,1960,2961,1.1780053166108904,NA,NA,NA
Late Stuart,1961,411105,0.6384920750806521,NA,NA,NA
Late Stuart,1962,18689,0.8802595332602308,NA,NA,NA
Late Stuart,1963,3237,1.3143346939970322,NA,NA,NA
Late Stuart,1964,1900,0.4898707539459171,NA,NA,NA
Late Stuart,1965,214958,1.654668007447643,NA,NA,NA
Late Stuart,1966,9032,2.1043582644793655,NA,NA,NA
Late Stuart,1967,1642,2.3108335628562493,NA,NA,NA
Late Stuart,1968,470,4.198608732431975,NA,NA,NA
Late Stuart,1969,207057,2.060598768851436,NA,NA,NA
Late Stuart,1970,15055,1.548685417945459,NA,NA,NA
Late Stuart,1971,1535,3.772723496830617,NA,NA,NA
Late Stuart,1972,8704,0.7682640317542712,NA,NA,NA
Late Stuart,1973,214343,1.1338592712213236,NA,NA,NA
Late Stuart,1974,14627,1.2433723067607503,NA,NA,NA
Late Stuart,1975,14229,2.7158952819512154,NA,NA,NA
Late Stuart,1976,3000,0.10705907229340778,NA,NA,NA
Late Stuart,1977,146629,2.225671981200528,NA,NA,NA
Late Stuart,1978,13027,1.8080660059571556,NA,NA,NA
Late Stuart,1979,31918,-1.5383376905245776,NA,NA,NA
Late Stuart,1980,979,3.086481972654228,NA,NA,NA
Late Stuart,1981,249699,2.0974547103856445,NA,NA,NA
Late Stuart,1982,16758,1.291817763852339,NA,NA,NA
Late Stuart,1983,2246,2.078104940901656,NA,NA,NA
Late Stuart,1984,1228,2.485449390642571,NA,NA,NA
Late Stuart,1985,274642,2.5472271582491204,NA,NA,NA
Late Stuart,1986,28715,3.3476819844279833,NA,NA,NA
Late Stuart,1987,6524,4.0648703926141145,NA,NA,NA
Late Stuart,1988,11459,2.9025343565078043,NA,NA,NA
Late Stuart,1989,575791,2.2248220366595914,NA,NA,NA
Late Stuart,1990,190060,0.7182401000576205,NA,NA,NA
Late Stuart,1991,77322,0.3486854812871957,NA,NA,NA
Late Stuart,1992,23892,1.7346823000564697,NA,NA,NA
Late Stuart,1993,1805142,0.7349109731121574,NA,NA,NA
Late Stuart,1994,76715,0.40865365806844633,NA,NA,NA
Late Stuart,1995,34362,1.356805546534502,NA,NA,NA
Late Stuart,1996,65898,2.7423866739173626,NA,NA,NA
Late Stuart,1997,907652,-0.7449966042924079,NA,NA,NA
Late Stuart,1998,139421,0.6874647749254621,NA,NA,NA
Late Stuart,1999,62120,0.7659469199240171,NA,NA,NA
Late Stuart,2000,454478,0.6984862965238664,NA,NA,NA
Late Stuart,2001,351881,0.3619443563804951,NA,NA,NA
Late Stuart,2002,34521,1.2943330474803023,NA,NA,NA
Late Stuart,2003,38474,-0.5688528394177703,NA,NA,NA
Late Stuart,2004,83447,1.218326377694182,NA,NA,NA
Late Stuart,2005,293144,-0.8235684171354717,NA,NA,NA
Late Stuart,2006,27515,1.7784788672082035,NA,NA,NA
Late Stuart,2007,8707,0.3512277240342159,NA,NA,NA
Late Stuart,2008,146658,0.2861108596079742,NA,NA,NA
Late Stuart,2009,87001,1.0692114414839486,NA,NA,NA
Late Stuart,2010,75289,1.421457585173061,NA,NA,NA
