stock_broodyr_age,production_stock_name,production_stock_code,broodyr,returnyr,age,total_broodyr_spawners,total_broodyr_EFS,total_broodyr_age1_smolt,total_broodyr_age2_smolt,total_broodyr_fry_estimate,num_recruits,hatchery_supplementation,active_spawning_channel,major_spawn_events,run_size_type,age_comp_method,stock_ID_quality,big_bar_flag,exclude_SR_modelling_spawners,exclude_SR_modelling_recruits
Late Stuart_1979_51,Late Stuart,2,1979,1984,51,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1979_52,Late Stuart,2,1979,1984,52,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1979_53,Late Stuart,2,1979,1984,53,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1979_62,Late Stuart,2,1979,1985,62,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1979_63,Late Stuart,2,1979,1985,63,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1979_64,Late Stuart,2,1979,1985,64,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1979_72,Late Stuart,2,1979,1986,72,31918,16711,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_21,Late Stuart,2,1980,1982,21,979,287,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1980_31,Late Stuart,2,1980,1983,31,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_32,Late Stuart,2,1980,1983,32,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_41,Late Stuart,2,1980,1984,41,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_42,Late Stuart,2,1980,1984,42,979,287,NA,NA,NA,21440,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_43,Late Stuart,2,1980,1984,43,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_51,Late Stuart,2,1980,1985,51,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_52,Late Stuart,2,1980,1985,52,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_53,Late Stuart,2,1980,1985,53,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_62,Late Stuart,2,1980,1986,62,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_63,Late Stuart,2,1980,1986,63,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_64,Late Stuart,2,1980,1986,64,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1980_72,Late Stuart,2,1980,1987,72,979,287,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_21,Late Stuart,2,1981,1983,21,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_31,Late Stuart,2,1981,1984,31,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_32,Late Stuart,2,1981,1984,32,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_41,Late Stuart,2,1981,1985,41,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_42,Late Stuart,2,1981,1985,42,249699,120124,NA,NA,NA,1978010,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_43,Late Stuart,2,1981,1985,43,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_51,Late Stuart,2,1981,1986,51,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_52,Late Stuart,2,1981,1986,52,249699,120124,NA,NA,NA,55891,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_53,Late Stuart,2,1981,1986,53,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_62,Late Stuart,2,1981,1987,62,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_63,Late Stuart,2,1981,1987,63,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_64,Late Stuart,2,1981,1987,64,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1981_72,Late Stuart,2,1981,1988,72,249699,120124,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_21,Late Stuart,2,1982,1984,21,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_31,Late Stuart,2,1982,1985,31,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_32,Late Stuart,2,1982,1985,32,16758,8681,NA,NA,NA,193,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_41,Late Stuart,2,1982,1986,41,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_42,Late Stuart,2,1982,1986,42,16758,8681,NA,NA,NA,52097,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_43,Late Stuart,2,1982,1986,43,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_51,Late Stuart,2,1982,1987,51,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_52,Late Stuart,2,1982,1987,52,16758,8681,NA,NA,NA,8699,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_53,Late Stuart,2,1982,1987,53,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_62,Late Stuart,2,1982,1988,62,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_63,Late Stuart,2,1982,1988,63,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_64,Late Stuart,2,1982,1988,64,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1982_72,Late Stuart,2,1982,1989,72,16758,8681,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_21,Late Stuart,2,1983,1985,21,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_31,Late Stuart,2,1983,1986,31,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_32,Late Stuart,2,1983,1986,32,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_41,Late Stuart,2,1983,1987,41,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_42,Late Stuart,2,1983,1987,42,2246,1451,NA,NA,NA,14195,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_43,Late Stuart,2,1983,1987,43,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_51,Late Stuart,2,1983,1988,51,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_52,Late Stuart,2,1983,1988,52,2246,1451,NA,NA,NA,3717,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_53,Late Stuart,2,1983,1988,53,2246,1451,NA,NA,NA,32,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_62,Late Stuart,2,1983,1989,62,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_63,Late Stuart,2,1983,1989,63,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_64,Late Stuart,2,1983,1989,64,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1983_72,Late Stuart,2,1983,1990,72,2246,1451,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_21,Late Stuart,2,1984,1986,21,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_31,Late Stuart,2,1984,1987,31,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_32,Late Stuart,2,1984,1987,32,1228,672,NA,NA,NA,222,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_41,Late Stuart,2,1984,1988,41,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_42,Late Stuart,2,1984,1988,42,1228,672,NA,NA,NA,14522,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_43,Late Stuart,2,1984,1988,43,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_51,Late Stuart,2,1984,1989,51,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_52,Late Stuart,2,1984,1989,52,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_53,Late Stuart,2,1984,1989,53,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_62,Late Stuart,2,1984,1990,62,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_63,Late Stuart,2,1984,1990,63,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_64,Late Stuart,2,1984,1990,64,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1984_72,Late Stuart,2,1984,1991,72,1228,672,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_21,Late Stuart,2,1985,1987,21,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_31,Late Stuart,2,1985,1988,31,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_32,Late Stuart,2,1985,1988,32,274642,159048,NA,NA,NA,7755,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_41,Late Stuart,2,1985,1989,41,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_42,Late Stuart,2,1985,1989,42,274642,159048,NA,NA,NA,3367086,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_43,Late Stuart,2,1985,1989,43,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_51,Late Stuart,2,1985,1990,51,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_52,Late Stuart,2,1985,1990,52,274642,159048,NA,NA,NA,132788,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_53,Late Stuart,2,1985,1990,53,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_62,Late Stuart,2,1985,1991,62,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_63,Late Stuart,2,1985,1991,63,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_64,Late Stuart,2,1985,1991,64,274642,159048,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1985_72,Late Stuart,2,1985,1992,72,274642,159048,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1986_21,Late Stuart,2,1986,1988,21,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_31,Late Stuart,2,1986,1989,31,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_32,Late Stuart,2,1986,1989,32,28715,15045,NA,NA,NA,264,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_41,Late Stuart,2,1986,1990,41,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_42,Late Stuart,2,1986,1990,42,28715,15045,NA,NA,NA,725126,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_43,Late Stuart,2,1986,1990,43,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_51,Late Stuart,2,1986,1991,51,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_52,Late Stuart,2,1986,1991,52,28715,15045,NA,NA,NA,91171,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_53,Late Stuart,2,1986,1991,53,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1986_62,Late Stuart,2,1986,1992,62,28715,15045,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1986_63,Late Stuart,2,1986,1992,63,28715,15045,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1986_64,Late Stuart,2,1986,1992,64,28715,15045,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1986_72,Late Stuart,2,1986,1993,72,28715,15045,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_21,Late Stuart,2,1987,1989,21,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_31,Late Stuart,2,1987,1990,31,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_32,Late Stuart,2,1987,1990,32,6524,2392,NA,NA,NA,984,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_41,Late Stuart,2,1987,1991,41,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_42,Late Stuart,2,1987,1991,42,6524,2392,NA,NA,NA,283932,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_43,Late Stuart,2,1987,1991,43,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_51,Late Stuart,2,1987,1992,51,6524,2392,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1987_52,Late Stuart,2,1987,1992,52,6524,2392,NA,NA,NA,95155,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1987_53,Late Stuart,2,1987,1992,53,6524,2392,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1987_62,Late Stuart,2,1987,1993,62,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_63,Late Stuart,2,1987,1993,63,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_64,Late Stuart,2,1987,1993,64,6524,2392,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1987_72,Late Stuart,2,1987,1994,72,6524,2392,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_21,Late Stuart,2,1988,1990,21,11459,3638,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1988_31,Late Stuart,2,1988,1991,31,11459,3638,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1988_32,Late Stuart,2,1988,1991,32,11459,3638,NA,NA,NA,1552,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1988_41,Late Stuart,2,1988,1992,41,11459,3638,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_42,Late Stuart,2,1988,1992,42,11459,3638,NA,NA,NA,207234,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_43,Late Stuart,2,1988,1992,43,11459,3638,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_51,Late Stuart,2,1988,1993,51,11459,3638,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1988_52,Late Stuart,2,1988,1993,52,11459,3638,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1988_53,Late Stuart,2,1988,1993,53,11459,3638,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1988_62,Late Stuart,2,1988,1994,62,11459,3638,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_63,Late Stuart,2,1988,1994,63,11459,3638,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_64,Late Stuart,2,1988,1994,64,11459,3638,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1988_72,Late Stuart,2,1988,1995,72,11459,3638,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_21,Late Stuart,2,1989,1991,21,575791,327098,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1989_31,Late Stuart,2,1989,1992,31,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_32,Late Stuart,2,1989,1992,32,575791,327098,NA,NA,NA,20256,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_41,Late Stuart,2,1989,1993,41,575791,327098,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1989_42,Late Stuart,2,1989,1993,42,575791,327098,NA,NA,NA,5162734,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1989_43,Late Stuart,2,1989,1993,43,575791,327098,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1989_51,Late Stuart,2,1989,1994,51,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_52,Late Stuart,2,1989,1994,52,575791,327098,NA,NA,NA,144134,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_53,Late Stuart,2,1989,1994,53,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_62,Late Stuart,2,1989,1995,62,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_63,Late Stuart,2,1989,1995,63,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_64,Late Stuart,2,1989,1995,64,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1989_72,Late Stuart,2,1989,1996,72,575791,327098,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_21,Late Stuart,2,1990,1992,21,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_31,Late Stuart,2,1990,1993,31,190060,111747,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1990_32,Late Stuart,2,1990,1993,32,190060,111747,NA,NA,NA,440,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1990_41,Late Stuart,2,1990,1994,41,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_42,Late Stuart,2,1990,1994,42,190060,111747,NA,NA,NA,372685,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_43,Late Stuart,2,1990,1994,43,190060,111747,NA,NA,NA,44,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_51,Late Stuart,2,1990,1995,51,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_52,Late Stuart,2,1990,1995,52,190060,111747,NA,NA,NA,16654,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_53,Late Stuart,2,1990,1995,53,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_62,Late Stuart,2,1990,1996,62,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_63,Late Stuart,2,1990,1996,63,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_64,Late Stuart,2,1990,1996,64,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1990_72,Late Stuart,2,1990,1997,72,190060,111747,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_21,Late Stuart,2,1991,1993,21,77322,40200,NA,NA,NA,0,NA,NA,NA,historical,NA,2,NA,Include,Include
Late Stuart_1991_31,Late Stuart,2,1991,1994,31,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_32,Late Stuart,2,1991,1994,32,77322,40200,NA,NA,NA,354,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_41,Late Stuart,2,1991,1995,41,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_42,Late Stuart,2,1991,1995,42,77322,40200,NA,NA,NA,91441,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_43,Late Stuart,2,1991,1995,43,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_51,Late Stuart,2,1991,1996,51,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_52,Late Stuart,2,1991,1996,52,77322,40200,NA,NA,NA,17786,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_53,Late Stuart,2,1991,1996,53,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_62,Late Stuart,2,1991,1997,62,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_63,Late Stuart,2,1991,1997,63,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_64,Late Stuart,2,1991,1997,64,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1991_72,Late Stuart,2,1991,1998,72,77322,40200,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_21,Late Stuart,2,1992,1994,21,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_31,Late Stuart,2,1992,1995,31,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_32,Late Stuart,2,1992,1995,32,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_41,Late Stuart,2,1992,1996,41,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_42,Late Stuart,2,1992,1996,42,23892,12422,NA,NA,NA,128970,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_43,Late Stuart,2,1992,1996,43,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_51,Late Stuart,2,1992,1997,51,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_52,Late Stuart,2,1992,1997,52,23892,12422,NA,NA,NA,6429,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_53,Late Stuart,2,1992,1997,53,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_62,Late Stuart,2,1992,1998,62,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_63,Late Stuart,2,1992,1998,63,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_64,Late Stuart,2,1992,1998,64,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1992_72,Late Stuart,2,1992,1999,72,23892,12422,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_21,Late Stuart,2,1993,1995,21,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_31,Late Stuart,2,1993,1996,31,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_32,Late Stuart,2,1993,1996,32,1805142,1184283,NA,NA,NA,4082,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_41,Late Stuart,2,1993,1997,41,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_42,Late Stuart,2,1993,1997,42,1805142,1184283,NA,NA,NA,3249145,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_43,Late Stuart,2,1993,1997,43,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_51,Late Stuart,2,1993,1998,51,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_52,Late Stuart,2,1993,1998,52,1805142,1184283,NA,NA,NA,511029,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_53,Late Stuart,2,1993,1998,53,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_62,Late Stuart,2,1993,1999,62,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_63,Late Stuart,2,1993,1999,63,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
Late Stuart_1993_64,Late Stuart,2,1993,1999,64,1805142,1184283,NA,NA,NA,0,NA,NA,NA,post-DBE,NA,2,NA,Include,Include
